"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 27 07:10:43 GMT 2024","Wed Nov 27 07:10:43 GMT 2024","192","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","subProjectCanBeCreated","Project can be created as a subproject",""
"passed","Wed Nov 27 07:10:42 GMT 2024","Wed Nov 27 07:10:42 GMT 2024","70","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithEmptyId","Project can not be created with empty id",""
"unknown","Wed Nov 27 07:10:35 GMT 2024","Wed Nov 27 07:10:35 GMT 2024","6","Surefire suite","Surefire test","com.example.teamcity.api.BuildTest","com.example.teamcity.api.BuildTest","buildRunsSuccessfully","Build runs successfully",""
"passed","Wed Nov 27 07:10:38 GMT 2024","Wed Nov 27 07:10:38 GMT 2024","647","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Wed Nov 27 07:10:42 GMT 2024","Wed Nov 27 07:10:42 GMT 2024","183","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithDuplicatedId","Project can not be created with duplicated id",""
"passed","Wed Nov 27 07:10:41 GMT 2024","Wed Nov 27 07:10:41 GMT 2024","410","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanBeCopied","Project can be copied",""
"passed","Wed Nov 27 07:10:42 GMT 2024","Wed Nov 27 07:10:43 GMT 2024","42","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectIdCanNotContainMoreThan225Characters","Project id can not contain more than 225 characters",""
"passed","Wed Nov 27 07:10:42 GMT 2024","Wed Nov 27 07:10:42 GMT 2024","78","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithDuplicatedName","Project can not be created with duplicated name",""
"passed","Wed Nov 27 07:10:41 GMT 2024","Wed Nov 27 07:10:42 GMT 2024","115","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanBeCreated","Project can be created",""
"passed","Wed Nov 27 07:10:42 GMT 2024","Wed Nov 27 07:10:42 GMT 2024","48","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithEmptyName","Project can not be created with empty name",""
"passed","Wed Nov 27 07:10:13 GMT 2024","Wed Nov 27 07:10:24 GMT 2024","10619","Surefire suite","Surefire test","com.example.teamcity.api.SetupAgentTest","com.example.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Wed Nov 27 07:10:42 GMT 2024","Wed Nov 27 07:10:42 GMT 2024","33","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithSpecialCharacterInId","Project can not be created with non-letter character in id",""
"passed","Wed Nov 27 07:10:40 GMT 2024","Wed Nov 27 07:10:41 GMT 2024","258","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectAdminCanNotCreateRootProject","Project admin can't create Root project",""
"passed","Wed Nov 27 07:10:35 GMT 2024","Wed Nov 27 07:10:37 GMT 2024","1933","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Wed Nov 27 07:10:39 GMT 2024","Wed Nov 27 07:10:40 GMT 2024","401","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Wed Nov 27 07:10:39 GMT 2024","Wed Nov 27 07:10:39 GMT 2024","446","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Nov 27 07:10:43 GMT 2024","Wed Nov 27 07:10:43 GMT 2024","279","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCanCreateRootProject","System admin can create Root project",""
"passed","Wed Nov 27 07:10:42 GMT 2024","Wed Nov 27 07:10:42 GMT 2024","172","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanBeFoundByName","Project can be found by name",""
"passed","Wed Nov 27 07:10:40 GMT 2024","Wed Nov 27 07:10:40 GMT 2024","297","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectAdminCanCreateSubproject","Project admin can create subproject in their project",""
"passed","Wed Nov 27 07:10:42 GMT 2024","Wed Nov 27 07:10:42 GMT 2024","41","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithNonExistentParent","Project can not be created with non existent parent",""
