"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 24 14:34:46 GMT 2024","Sun Nov 24 14:34:46 GMT 2024","159","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","subProjectCanBeCreated","Project can be created as a subproject",""
"passed","Sun Nov 24 14:34:44 GMT 2024","Sun Nov 24 14:34:45 GMT 2024","267","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectAdminCanNotCreateRootProject","Project admin can't create Root project",""
"passed","Sun Nov 24 14:34:47 GMT 2024","Sun Nov 24 14:34:59 GMT 2024","12069","Surefire suite","Surefire test","com.example.teamcity.api.BuildTest","com.example.teamcity.api.BuildTest","buildRunsSuccessfully","Build runs successfully",""
"passed","Sun Nov 24 14:34:39 GMT 2024","Sun Nov 24 14:34:41 GMT 2024","1656","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Sun Nov 24 14:34:46 GMT 2024","Sun Nov 24 14:34:46 GMT 2024","34","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectIdCanNotContainMoreThan225Characters","Project id can not contain more than 225 characters",""
"passed","Sun Nov 24 14:34:44 GMT 2024","Sun Nov 24 14:34:44 GMT 2024","468","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectAdminCanCreateSubproject","Project admin can create subproject in their project",""
"passed","Sun Nov 24 14:34:17 GMT 2024","Sun Nov 24 14:34:28 GMT 2024","10887","Surefire suite","Surefire test","com.example.teamcity.api.SetupAgentTest","com.example.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"failed","Sun Nov 24 14:34:59 GMT 2024","Sun Nov 24 14:34:59 GMT 2024","1","Surefire suite","Surefire test","com.example.teamcity.api.BuildTest","com.example.teamcity.api.BuildTest","afterTest","afterTest",""
"passed","Sun Nov 24 14:34:46 GMT 2024","Sun Nov 24 14:34:46 GMT 2024","50","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithEmptyName","Project can not be created with empty name",""
"passed","Sun Nov 24 14:34:45 GMT 2024","Sun Nov 24 14:34:45 GMT 2024","308","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanBeCopied","Project can be copied",""
"passed","Sun Nov 24 14:34:46 GMT 2024","Sun Nov 24 14:34:46 GMT 2024","85","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithDuplicatedName","Project can not be created with duplicated name",""
"passed","Sun Nov 24 14:34:42 GMT 2024","Sun Nov 24 14:34:43 GMT 2024","419","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Sun Nov 24 14:34:43 GMT 2024","Sun Nov 24 14:34:43 GMT 2024","509","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Sun Nov 24 14:34:41 GMT 2024","Sun Nov 24 14:34:42 GMT 2024","752","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Sun Nov 24 14:34:46 GMT 2024","Sun Nov 24 14:34:46 GMT 2024","130","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithDuplicatedId","Project can not be created with duplicated id",""
"passed","Sun Nov 24 14:34:46 GMT 2024","Sun Nov 24 14:34:46 GMT 2024","54","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithEmptyId","Project can not be created with empty id",""
"passed","Sun Nov 24 14:34:46 GMT 2024","Sun Nov 24 14:34:46 GMT 2024","24","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithNonExistentParent","Project can not be created with non existent parent",""
"passed","Sun Nov 24 14:34:46 GMT 2024","Sun Nov 24 14:34:46 GMT 2024","67","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithSpecialCharacterInId","Project can not be created with non-letter character in id",""
"passed","Sun Nov 24 14:34:45 GMT 2024","Sun Nov 24 14:34:45 GMT 2024","78","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanBeCreated","Project can be created",""
"passed","Sun Nov 24 14:34:45 GMT 2024","Sun Nov 24 14:34:46 GMT 2024","101","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanBeFoundByName","Project can be found by name",""
"passed","Sun Nov 24 14:34:47 GMT 2024","Sun Nov 24 14:34:47 GMT 2024","274","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCanCreateRootProject","System admin can create Root project",""
