"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 25 18:35:47 GMT 2024","Mon Nov 25 18:35:47 GMT 2024","33","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithEmptyName","Project can not be created with empty name",""
"passed","Mon Nov 25 18:35:45 GMT 2024","Mon Nov 25 18:35:46 GMT 2024","246","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectAdminCanNotCreateRootProject","Project admin can't create Root project",""
"passed","Mon Nov 25 18:35:47 GMT 2024","Mon Nov 25 18:35:48 GMT 2024","214","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","subProjectCanBeCreated","Project can be created as a subproject",""
"failed","Mon Nov 25 18:35:48 GMT 2024","Mon Nov 25 18:35:48 GMT 2024","72","Surefire suite","Surefire test","com.example.teamcity.api.BuildTest","com.example.teamcity.api.BuildTest","buildRunsSuccessfully","Build runs successfully",""
"passed","Mon Nov 25 18:35:47 GMT 2024","Mon Nov 25 18:35:47 GMT 2024","112","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithDuplicatedName","Project can not be created with duplicated name",""
"passed","Mon Nov 25 18:35:43 GMT 2024","Mon Nov 25 18:35:44 GMT 2024","923","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Mon Nov 25 18:35:47 GMT 2024","Mon Nov 25 18:35:47 GMT 2024","34","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithNonExistentParent","Project can not be created with non existent parent",""
"passed","Mon Nov 25 18:35:45 GMT 2024","Mon Nov 25 18:35:45 GMT 2024","334","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectAdminCanCreateSubproject","Project admin can create subproject in their project",""
"passed","Mon Nov 25 18:35:47 GMT 2024","Mon Nov 25 18:35:47 GMT 2024","74","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithSpecialCharacterInId","Project can not be created with non-letter character in id",""
"passed","Mon Nov 25 18:35:46 GMT 2024","Mon Nov 25 18:35:46 GMT 2024","73","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanBeCreated","Project can be created",""
"passed","Mon Nov 25 18:35:46 GMT 2024","Mon Nov 25 18:35:47 GMT 2024","217","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanBeFoundByName","Project can be found by name",""
"passed","Mon Nov 25 18:35:17 GMT 2024","Mon Nov 25 18:35:28 GMT 2024","10796","Surefire suite","Surefire test","com.example.teamcity.api.SetupAgentTest","com.example.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Mon Nov 25 18:35:47 GMT 2024","Mon Nov 25 18:35:47 GMT 2024","81","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectIdCanNotContainMoreThan225Characters","Project id can not contain more than 225 characters",""
"passed","Mon Nov 25 18:35:47 GMT 2024","Mon Nov 25 18:35:47 GMT 2024","131","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithDuplicatedId","Project can not be created with duplicated id",""
"passed","Mon Nov 25 18:35:44 GMT 2024","Mon Nov 25 18:35:45 GMT 2024","412","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Mon Nov 25 18:35:44 GMT 2024","Mon Nov 25 18:35:44 GMT 2024","364","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Nov 25 18:35:46 GMT 2024","Mon Nov 25 18:35:46 GMT 2024","314","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanBeCopied","Project can be copied",""
"passed","Mon Nov 25 18:35:40 GMT 2024","Mon Nov 25 18:35:42 GMT 2024","1712","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Mon Nov 25 18:35:48 GMT 2024","Mon Nov 25 18:35:48 GMT 2024","205","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCanCreateRootProject","System admin can create Root project",""
"passed","Mon Nov 25 18:35:47 GMT 2024","Mon Nov 25 18:35:47 GMT 2024","91","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithEmptyId","Project can not be created with empty id",""
