"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 27 07:36:25 GMT 2024","Wed Nov 27 07:36:25 GMT 2024","23","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithNonExistentParent","Project can not be created with non existent parent",""
"passed","Wed Nov 27 07:36:24 GMT 2024","Wed Nov 27 07:36:24 GMT 2024","286","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanBeCopied","Project can be copied",""
"passed","Wed Nov 27 07:36:25 GMT 2024","Wed Nov 27 07:36:25 GMT 2024","148","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","subProjectCanBeCreated","Project can be created as a subproject",""
"passed","Wed Nov 27 07:36:25 GMT 2024","Wed Nov 27 07:36:25 GMT 2024","46","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectIdCanNotContainMoreThan225Characters","Project id can not contain more than 225 characters",""
"passed","Wed Nov 27 07:35:56 GMT 2024","Wed Nov 27 07:36:07 GMT 2024","10787","Surefire suite","Surefire test","com.example.teamcity.api.SetupAgentTest","com.example.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Wed Nov 27 07:36:22 GMT 2024","Wed Nov 27 07:36:22 GMT 2024","462","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Nov 27 07:36:18 GMT 2024","Wed Nov 27 07:36:20 GMT 2024","1368","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Wed Nov 27 07:36:25 GMT 2024","Wed Nov 27 07:36:25 GMT 2024","42","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithSpecialCharacterInId","Project can not be created with non-letter character in id",""
"passed","Wed Nov 27 07:36:22 GMT 2024","Wed Nov 27 07:36:23 GMT 2024","437","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"unknown","Wed Nov 27 07:36:18 GMT 2024","Wed Nov 27 07:36:18 GMT 2024","1","Surefire suite","Surefire test","com.example.teamcity.api.BuildTest","com.example.teamcity.api.BuildTest","buildRunsSuccessfully","Build runs successfully",""
"passed","Wed Nov 27 07:36:23 GMT 2024","Wed Nov 27 07:36:23 GMT 2024","285","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectAdminCanCreateSubproject","Project admin can create subproject in their project",""
"passed","Wed Nov 27 07:36:24 GMT 2024","Wed Nov 27 07:36:25 GMT 2024","113","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanBeFoundByName","Project can be found by name",""
"passed","Wed Nov 27 07:36:25 GMT 2024","Wed Nov 27 07:36:25 GMT 2024","118","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithDuplicatedId","Project can not be created with duplicated id",""
"passed","Wed Nov 27 07:36:25 GMT 2024","Wed Nov 27 07:36:25 GMT 2024","78","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithEmptyId","Project can not be created with empty id",""
"passed","Wed Nov 27 07:36:26 GMT 2024","Wed Nov 27 07:36:26 GMT 2024","215","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCanCreateRootProject","System admin can create Root project",""
"passed","Wed Nov 27 07:36:24 GMT 2024","Wed Nov 27 07:36:24 GMT 2024","255","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectAdminCanNotCreateRootProject","Project admin can't create Root project",""
"passed","Wed Nov 27 07:36:25 GMT 2024","Wed Nov 27 07:36:25 GMT 2024","24","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithEmptyName","Project can not be created with empty name",""
"passed","Wed Nov 27 07:36:24 GMT 2024","Wed Nov 27 07:36:24 GMT 2024","57","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanBeCreated","Project can be created",""
"passed","Wed Nov 27 07:36:25 GMT 2024","Wed Nov 27 07:36:25 GMT 2024","173","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectCanNotBeCreatedWithDuplicatedName","Project can not be created with duplicated name",""
"passed","Wed Nov 27 07:36:20 GMT 2024","Wed Nov 27 07:36:21 GMT 2024","1087","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
